Y,X1,X2
-0.11340647997460826,-0.7493099596235556,-0.19593069657777837
0.8340211913682508,0.2607193440658679,-0.11783731576252608
0.354248869365178,-0.8657281136944343,-0.1681782669534679
-0.10141154517147566,-2.11687357048881,0.36422476326571784
0.8474352268747859,0.1668021595229462,0.08652097620518032
3.775079515872746,2.678709246949288,-0.1060899143944108
2.0299645608631915,0.22754281832643677,-0.20063132103735298
1.9541377730038523,-0.5672244771839491,0.22971251482342364
-1.5633869835989993,-1.384928393488979,-0.18988934172121114
-0.6529994543043581,0.09691382271594781,-0.1937967223897014
-0.38426664037642594,-1.202144851068262,0.1764610692916753
1.574322864195496,0.4316860817018139,0.0405243212585755
-1.0168849815049734,-0.5378663582085007,0.33840486053694463
1.607596697954207,0.6873955082845497,0.055597141440881286
0.6837253814196347,1.159103712837978,-0.09178695366611128
0.18843491143213453,-0.28547758871728124,0.08247194194114693
1.2605361611970345,1.3427477661650915,-0.2151810488442988
0.7264577264570677,-0.19890911964251912,0.09666680098749654
2.758077812972282,1.3322515625483158,0.005678285619933361
2.062942146139248,0.35148112489953576,-0.13242093928118623
0.3609505198645645,-0.5294537169743738,0.007575559913189045
1.539195981922243,-0.14018722396610048,-0.27483210586453694
0.4675245455115117,0.12848310191896603,0.0016944468316636725
0.26799685227649817,-0.8893267907700586,-0.07767457081858518
1.702103372192942,-0.6292714291832141,0.17116184788973898
2.5311481377441583,0.8734139702837106,0.2254887478798293
0.5927129576539554,-0.4755266632530542,0.32469554810432716
0.6472585028740008,0.8653297574397623,-0.11853835132293684
-0.16282264124420892,-0.9281176169492039,0.08920832054893366
2.903600430058311,1.0376297696473589,0.25831021477636107
0.6733207723754981,-0.0644362984497901,0.29895010174560965
1.3080315790217254,0.12896765111822955,0.15529580111008356
1.4670310017413082,1.1377346387114897,-0.2045914508222817
-0.006083712431919408,-0.3768983595214676,-0.4680123750385038
0.7394949871450146,-0.06704552335535707,-0.1632474448023877
-0.5337782832977132,-1.1245910933317584,-0.3058239596023504
0.575707750521395,0.6287183578503261,-0.15967279916423668
